Protein	Protein ID	Entry Name	Gene	Protein Length	Coverage	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	20180809_120min_200ms_WEHI25_brute20k_timsON_100ng_HYE124A_Slot1-7_1_890 Spectral Count	20180809_120min_200ms_WEHI25_brute20k_timsON_100ng_HYE124A_Slot1-7_1_891 Spectral Count	20180809_120min_200ms_WEHI25_brute20k_timsON_100ng_HYE124A_Slot1-7_1_892 Spectral Count	20180809_120min_200ms_WEHI25_brute20k_timsON_100ng_HYE124B_Slot1-8_1_893 Spectral Count	20180809_120min_200ms_WEHI25_brute20k_timsON_100ng_HYE124B_Slot1-8_1_894 Spectral Count	20180809_120min_200ms_WEHI25_brute20k_timsON_100ng_HYE124B_Slot1-8_1_895 Spectral Count	20180809_120min_200ms_WEHI25_brute20k_timsON_100ng_HYE124A_Slot1-7_1_890 Unique Spectral Count	20180809_120min_200ms_WEHI25_brute20k_timsON_100ng_HYE124A_Slot1-7_1_891 Unique Spectral Count	20180809_120min_200ms_WEHI25_brute20k_timsON_100ng_HYE124A_Slot1-7_1_892 Unique Spectral Count	20180809_120min_200ms_WEHI25_brute20k_timsON_100ng_HYE124B_Slot1-8_1_893 Unique Spectral Count	20180809_120min_200ms_WEHI25_brute20k_timsON_100ng_HYE124B_Slot1-8_1_894 Unique Spectral Count	20180809_120min_200ms_WEHI25_brute20k_timsON_100ng_HYE124B_Slot1-8_1_895 Unique Spectral Count	20180809_120min_200ms_WEHI25_brute20k_timsON_100ng_HYE124A_Slot1-7_1_890 Total Spectral Count	20180809_120min_200ms_WEHI25_brute20k_timsON_100ng_HYE124A_Slot1-7_1_891 Total Spectral Count	20180809_120min_200ms_WEHI25_brute20k_timsON_100ng_HYE124A_Slot1-7_1_892 Total Spectral Count	20180809_120min_200ms_WEHI25_brute20k_timsON_100ng_HYE124B_Slot1-8_1_893 Total Spectral Count	20180809_120min_200ms_WEHI25_brute20k_timsON_100ng_HYE124B_Slot1-8_1_894 Total Spectral Count	20180809_120min_200ms_WEHI25_brute20k_timsON_100ng_HYE124B_Slot1-8_1_895 Total Spectral Count	20180809_120min_200ms_WEHI25_brute20k_timsON_100ng_HYE124A_Slot1-7_1_890 Intensity	20180809_120min_200ms_WEHI25_brute20k_timsON_100ng_HYE124A_Slot1-7_1_891 Intensity	20180809_120min_200ms_WEHI25_brute20k_timsON_100ng_HYE124A_Slot1-7_1_892 Intensity	20180809_120min_200ms_WEHI25_brute20k_timsON_100ng_HYE124B_Slot1-8_1_893 Intensity	20180809_120min_200ms_WEHI25_brute20k_timsON_100ng_HYE124B_Slot1-8_1_894 Intensity	20180809_120min_200ms_WEHI25_brute20k_timsON_100ng_HYE124B_Slot1-8_1_895 Intensity	20180809_120min_200ms_WEHI25_brute20k_timsON_100ng_HYE124A_Slot1-7_1_890 Unique Intensity	20180809_120min_200ms_WEHI25_brute20k_timsON_100ng_HYE124A_Slot1-7_1_891 Unique Intensity	20180809_120min_200ms_WEHI25_brute20k_timsON_100ng_HYE124A_Slot1-7_1_892 Unique Intensity	20180809_120min_200ms_WEHI25_brute20k_timsON_100ng_HYE124B_Slot1-8_1_893 Unique Intensity	20180809_120min_200ms_WEHI25_brute20k_timsON_100ng_HYE124B_Slot1-8_1_894 Unique Intensity	20180809_120min_200ms_WEHI25_brute20k_timsON_100ng_HYE124B_Slot1-8_1_895 Unique Intensity	20180809_120min_200ms_WEHI25_brute20k_timsON_100ng_HYE124A_Slot1-7_1_890 Total Intensity	20180809_120min_200ms_WEHI25_brute20k_timsON_100ng_HYE124A_Slot1-7_1_891 Total Intensity	20180809_120min_200ms_WEHI25_brute20k_timsON_100ng_HYE124A_Slot1-7_1_892 Total Intensity	20180809_120min_200ms_WEHI25_brute20k_timsON_100ng_HYE124B_Slot1-8_1_893 Total Intensity	20180809_120min_200ms_WEHI25_brute20k_timsON_100ng_HYE124B_Slot1-8_1_894 Total Intensity	20180809_120min_200ms_WEHI25_brute20k_timsON_100ng_HYE124B_Slot1-8_1_895 Total Intensity	20180809_120min_200ms_WEHI25_brute20k_timsON_100ng_HYE124A_Slot1-7_1_890 MaxLFQ Intensity	20180809_120min_200ms_WEHI25_brute20k_timsON_100ng_HYE124A_Slot1-7_1_891 MaxLFQ Intensity	20180809_120min_200ms_WEHI25_brute20k_timsON_100ng_HYE124A_Slot1-7_1_892 MaxLFQ Intensity	20180809_120min_200ms_WEHI25_brute20k_timsON_100ng_HYE124B_Slot1-8_1_893 MaxLFQ Intensity	20180809_120min_200ms_WEHI25_brute20k_timsON_100ng_HYE124B_Slot1-8_1_894 MaxLFQ Intensity	20180809_120min_200ms_WEHI25_brute20k_timsON_100ng_HYE124B_Slot1-8_1_895 MaxLFQ Intensity	20180809_120min_200ms_WEHI25_brute20k_timsON_100ng_HYE124A_Slot1-7_1_890 MaxLFQ Unique Intensity	20180809_120min_200ms_WEHI25_brute20k_timsON_100ng_HYE124A_Slot1-7_1_891 MaxLFQ Unique Intensity	20180809_120min_200ms_WEHI25_brute20k_timsON_100ng_HYE124A_Slot1-7_1_892 MaxLFQ Unique Intensity	20180809_120min_200ms_WEHI25_brute20k_timsON_100ng_HYE124B_Slot1-8_1_893 MaxLFQ Unique Intensity	20180809_120min_200ms_WEHI25_brute20k_timsON_100ng_HYE124B_Slot1-8_1_894 MaxLFQ Unique Intensity	20180809_120min_200ms_WEHI25_brute20k_timsON_100ng_HYE124B_Slot1-8_1_895 MaxLFQ Unique Intensity	20180809_120min_200ms_WEHI25_brute20k_timsON_100ng_HYE124A_Slot1-7_1_890 MaxLFQ Total Intensity	20180809_120min_200ms_WEHI25_brute20k_timsON_100ng_HYE124A_Slot1-7_1_891 MaxLFQ Total Intensity	20180809_120min_200ms_WEHI25_brute20k_timsON_100ng_HYE124A_Slot1-7_1_892 MaxLFQ Total Intensity	20180809_120min_200ms_WEHI25_brute20k_timsON_100ng_HYE124B_Slot1-8_1_893 MaxLFQ Total Intensity	20180809_120min_200ms_WEHI25_brute20k_timsON_100ng_HYE124B_Slot1-8_1_894 MaxLFQ Total Intensity	20180809_120min_200ms_WEHI25_brute20k_timsON_100ng_HYE124B_Slot1-8_1_895 MaxLFQ Total Intensity	Indistinguishable Proteins
sp|O00170|AIP_HUMAN	O00170	AIP_HUMAN	AIP	330	48.20	Homo sapiens OX=9606	1:Experimental evidence at protein level	AH receptor-interacting protein	1.0000	0.9990	14	106	106	106	17	18	15	22	18	16	17	18	15	22	18	16	17	18	15	22	18	16	467243.44	486415.28	524213.28	525305.56	518640.4	517729.7	467243.44	486415.28	524213.28	525305.56	518640.4	517729.7	467243.44	486415.28	524213.28	525305.56	518640.4	517729.7	219525.97	226045.78	233773.98	246495.77	245207.9	243574.14	219525.97	226045.78	233773.98	246495.77	245207.9	243574.14	219525.97	226045.78	233773.98	246495.77	245207.9	243574.14	
sp|O00178|GTPB1_HUMAN	O00178	GTPB1_HUMAN	GTPBP1	669	15.70	Homo sapiens OX=9606	1:Experimental evidence at protein level	GTP-binding protein 1	1.0000	0.9990	7	35	35	35	11	6	3	3	6	6	11	6	3	3	6	6	11	6	3	3	6	6	163216.9	146256.56	150180.05	153111.84	154486.95	171141.06	163216.9	146256.56	150180.05	153111.84	154486.95	171141.06	163216.9	146256.56	150180.05	153111.84	154486.95	171141.06	66588.52	63779.918	66891.484	60040.285	63138.94	64556.63	66588.52	63779.918	66891.484	60040.285	63138.94	64556.63	66588.52	63779.918	66891.484	60040.285	63138.94	64556.63	
sp|O00186|STXB3_HUMAN	O00186	STXB3_HUMAN	STXBP3	592	32.60	Homo sapiens OX=9606	1:Experimental evidence at protein level	Syntaxin-binding protein 3	1.0000	0.9990	15	81	81	81	17	13	15	11	12	13	17	13	15	11	12	13	17	13	15	11	12	13	137916.53	166858.44	167189.16	214816.89	223256.81	231335.88	137916.53	166858.44	167189.16	214816.89	223256.81	231335.88	137916.53	166858.44	167189.16	214816.89	223256.81	231335.88	72907.875	71637.25	76916.37	79185.74	80328.9	80177.56	72907.875	71637.25	76916.37	79185.74	80328.9	80177.56	72907.875	71637.25	76916.37	79185.74	80328.9	80177.56	
sp|O00193|SMAP_HUMAN	O00193	SMAP_HUMAN	SMAP	183	21.30	Homo sapiens OX=9606	1:Experimental evidence at protein level	Small acidic protein	1.0000	0.9990	3	93	93	93	14	15	16	16	17	15	14	15	16	16	17	15	14	15	16	16	17	15	1260277.2	1261908.5	1185727.8	1155495.4	1133445.0	1127058.5	1260277.2	1261908.5	1185727.8	1155495.4	1133445.0	1127058.5	1260277.2	1261908.5	1185727.8	1155495.4	1133445.0	1127058.5	778373.4	776341.94	730056.1	716667.44	699779.8	702045.56	778373.4	776341.94	730056.1	716667.44	699779.8	702045.56	778373.4	776341.94	730056.1	716667.44	699779.8	702045.56	
sp|O00217|NDUS8_HUMAN	O00217	NDUS8_HUMAN	NDUFS8	210	23.80	Homo sapiens OX=9606	1:Experimental evidence at protein level	NADH dehydrogenase [ubiquinone] iron-sulfur protein 8, mitochondrial	1.0000	0.9990	4	41	41	41	5	6	9	8	6	7	5	6	9	8	6	7	5	6	9	8	6	7	558162.94	563681.4	544112.2	564694.1	491617.6	498391.56	558162.94	563681.4	544112.2	564694.1	491617.6	498391.56	558162.94	563681.4	544112.2	564694.1	491617.6	498391.56	207562.44	218312.78	216271.84	220859.78	195776.5	179975.7	207562.44	218312.78	216271.84	220859.78	195776.5	179975.7	207562.44	218312.78	216271.84	220859.78	195776.5	179975.7	
sp|O00231|PSD11_HUMAN	O00231	PSD11_HUMAN	PSMD11	422	64.00	Homo sapiens OX=9606	1:Experimental evidence at protein level	26S proteasome non-ATPase regulatory subunit 11	1.0000	0.9990	24	297	297	297	47	47	47	53	47	56	47	47	47	53	47	56	47	47	47	53	47	56	1733938.0	1791664.0	1727968.2	1691518.5	1643830.0	1639825.9	1733938.0	1791664.0	1727968.2	1691518.5	1643830.0	1639825.9	1733938.0	1791664.0	1727968.2	1691518.5	1643830.0	1639825.9	658571.9	664258.3	651610.1	648853.9	644290.94	645389.94	658571.9	664258.3	651610.1	648853.9	644290.94	645389.94	658571.9	664258.3	651610.1	648853.9	644290.94	645389.94	
sp|O00232|PSD12_HUMAN	O00232	PSD12_HUMAN	PSMD12	456	50.20	Homo sapiens OX=9606	1:Experimental evidence at protein level	26S proteasome non-ATPase regulatory subunit 12	1.0000	0.9990	20	195	195	195	37	33	31	34	32	28	37	33	31	34	32	28	37	33	31	34	32	28	2348055.8	2258376.5	2273784.2	1628997.1	1639782.5	1642549.2	2348055.8	2258376.5	2273784.2	1628997.1	1639782.5	1642549.2	2348055.8	2258376.5	2273784.2	1628997.1	1639782.5	1642549.2	1051302.9	1053631.0	1061721.4	1058806.5	1059297.5	1059839.4	1051302.9	1053631.0	1061721.4	1058806.5	1059297.5	1059839.4	1051302.9	1053631.0	1061721.4	1058806.5	1059297.5	1059839.4	
sp|O00233|PSMD9_HUMAN	O00233	PSMD9_HUMAN	PSMD9	223	32.30	Homo sapiens OX=9606	1:Experimental evidence at protein level	26S proteasome non-ATPase regulatory subunit 9	1.0000	0.9990	7	63	63	63	10	11	11	12	10	9	10	11	11	12	10	9	10	11	11	12	10	9	591231.6	602069.0	590346.06	612557.6	614281.75	610798.9	591231.6	602069.0	590346.06	612557.6	614281.75	610798.9	591231.6	602069.0	590346.06	612557.6	614281.75	610798.9	278754.44	272636.16	263203.3	278528.88	271651.16	276736.3	278754.44	272636.16	263203.3	278528.88	271651.16	276736.3	278754.44	272636.16	263203.3	278528.88	271651.16	276736.3	
sp|O00244|ATOX1_HUMAN	O00244	ATOX1_HUMAN	ATOX1	68	64.70	Homo sapiens OX=9606	1:Experimental evidence at protein level	Copper transport protein ATOX1	1.0000	0.9990	4	49	49	49	9	9	8	9	6	8	9	9	8	9	6	8	9	9	8	9	6	8	456486.9	488796.0	474286.66	506452.56	474712.9	457040.25	456486.9	488796.0	474286.66	506452.56	474712.9	457040.25	456486.9	488796.0	474286.66	506452.56	474712.9	457040.25	246283.45	273384.2	252953.2	252079.08	243086.12	238773.17	246283.45	273384.2	252953.2	252079.08	243086.12	238773.17	246283.45	273384.2	252953.2	252079.08	243086.12	238773.17	
sp|O00255|MEN1_HUMAN	O00255	MEN1_HUMAN	MEN1	615	7.00	Homo sapiens OX=9606	1:Experimental evidence at protein level	Menin	1.0000	0.9990	3	20	20	20	3	3	2	6	2	4	3	3	2	6	2	4	3	3	2	6	2	4	113636.766	121821.63	119288.56	132186.38	128016.625	121789.17	113636.766	121821.63	119288.56	132186.38	128016.625	121789.17	113636.766	121821.63	119288.56	132186.38	128016.625	121789.17	42391.957	43201.695	43294.08	47791.945	46635.832	44372.25	42391.957	43201.695	43294.08	47791.945	46635.832	44372.25	42391.957	43201.695	43294.08	47791.945	46635.832	44372.25	
sp|O00267|SPT5H_HUMAN	O00267	SPT5H_HUMAN	SUPT5H	1087	41.80	Homo sapiens OX=9606	1:Experimental evidence at protein level	Transcription elongation factor SPT5	1.0000	0.9990	33	266	266	266	41	53	42	39	47	44	41	53	42	39	47	44	41	53	42	39	47	44	720757.9	750023.1	725637.9	663207.4	607855.3	615316.4	720757.9	750023.1	725637.9	663207.4	607855.3	615316.4	720757.9	750023.1	725637.9	663207.4	607855.3	615316.4	256675.05	256768.45	255654.31	265251.34	260609.83	258446.97	256675.05	256768.45	255654.31	265251.34	260609.83	258446.97	256675.05	256768.45	255654.31	265251.34	260609.83	258446.97	
sp|O00273|DFFA_HUMAN	O00273	DFFA_HUMAN	DFFA	331	40.50	Homo sapiens OX=9606	1:Experimental evidence at protein level	DNA fragmentation factor subunit alpha	1.0000	0.9990	13	100	100	100	17	16	14	18	19	16	17	16	14	18	19	16	17	16	14	18	19	16	460275.6	432465.7	455699.1	436197.53	430498.3	444675.03	460275.6	432465.7	455699.1	436197.53	430498.3	444675.03	460275.6	432465.7	455699.1	436197.53	430498.3	444675.03	370398.72	353502.97	365071.56	352926.5	357435.44	356901.2	370398.72	353502.97	365071.56	352926.5	357435.44	356901.2	370398.72	353502.97	365071.56	352926.5	357435.44	356901.2	
sp|O00299|CLIC1_HUMAN	O00299	CLIC1_HUMAN	CLIC1	241	77.20	Homo sapiens OX=9606	1:Experimental evidence at protein level	Chloride intracellular channel protein 1	1.0000	0.9990	13	494	466	494	86	82	76	85	82	83	81	77	71	80	78	79	86	82	76	85	82	83	1.328578E7	1.3518671E7	1.3498375E7	1.3411054E7	1.2920773E7	1.3109618E7	1.328578E7	1.3518671E7	1.3498375E7	1.3411054E7	1.2920773E7	1.3109618E7	1.328578E7	1.3518671E7	1.3498375E7	1.3411054E7	1.2920773E7	1.3109618E7	5760984.0	6053442.5	5782241.5	5404691.5	5203292.5	4830247.0	5930012.5	6166221.5	5785052.0	5364496.5	5069810.0	4761142.5	5760984.0	6053442.5	5782241.5	5404691.5	5203292.5	4830247.0	
sp|O00303|EIF3F_HUMAN	O00303	EIF3F_HUMAN	EIF3F	357	61.60	Homo sapiens OX=9606	1:Experimental evidence at protein level	Eukaryotic translation initiation factor 3 subunit F	1.0000	0.9990	15	174	174	174	25	32	23	34	32	28	25	32	23	34	32	28	25	32	23	34	32	28	1455454.0	1501539.0	1540899.2	1625903.5	1604857.5	1614091.8	1455454.0	1501539.0	1540899.2	1625903.5	1604857.5	1614091.8	1455454.0	1501539.0	1540899.2	1625903.5	1604857.5	1614091.8	636629.06	650985.7	655927.75	694022.2	688536.1	663303.75	636629.06	650985.7	655927.75	694022.2	688536.1	663303.75	636629.06	650985.7	655927.75	694022.2	688536.1	663303.75	
sp|O00311|CDC7_HUMAN	O00311	CDC7_HUMAN	CDC7	574	8.20	Homo sapiens OX=9606	1:Experimental evidence at protein level	Cell division cycle 7-related protein kinase	1.0000	0.9990	4	15	15	15	3	3	1	3	3	2	3	3	1	3	3	2	3	3	1	3	3	2	60993.004	65575.52	51106.94	20405.207	45938.656	32029.273	60993.004	65575.52	51106.94	20405.207	45938.656	32029.273	60993.004	65575.52	51106.94	20405.207	45938.656	32029.273	27860.596	31402.64	25289.928	0.0	27397.646	35116.94	27860.596	31402.64	25289.928	0.0	27397.646	35116.94	27860.596	31402.64	25289.928	0.0	27397.646	35116.94	
sp|O00330|ODPX_HUMAN	O00330	ODPX_HUMAN	PDHX	501	11.80	Homo sapiens OX=9606	1:Experimental evidence at protein level	Pyruvate dehydrogenase protein X component, mitochondrial	1.0000	0.9990	6	24	24	24	2	3	6	3	6	4	2	3	6	3	6	4	2	3	6	3	6	4	156641.66	168899.7	174087.66	115338.75	181520.45	169174.34	156641.66	168899.7	174087.66	115338.75	181520.45	169174.34	156641.66	168899.7	174087.66	115338.75	181520.45	169174.34	66931.41	61540.582	66813.93	72993.85	75031.88	76391.31	66931.41	61540.582	66813.93	72993.85	75031.88	76391.31	66931.41	61540.582	66813.93	72993.85	75031.88	76391.31	
sp|O00399|DCTN6_HUMAN	O00399	DCTN6_HUMAN	DCTN6	190	26.80	Homo sapiens OX=9606	1:Experimental evidence at protein level	Dynactin subunit 6	1.0000	0.9990	4	19	19	19	4	3	2	4	4	2	4	3	2	4	4	2	4	3	2	4	4	2	131336.47	281932.44	131914.38	282949.7	264667.66	255923.98	131336.47	281932.44	131914.38	282949.7	264667.66	255923.98	131336.47	281932.44	131914.38	282949.7	264667.66	255923.98	124602.164	127638.53	119397.99	128013.18	126748.836	116067.06	124602.164	127638.53	119397.99	128013.18	126748.836	116067.06	124602.164	127638.53	119397.99	128013.18	126748.836	116067.06	
sp|O00410|IPO5_HUMAN	O00410	IPO5_HUMAN	IPO5	1097	55.40	Homo sapiens OX=9606	1:Experimental evidence at protein level	Importin-5	1.0000	0.9990	41	449	418	449	74	76	77	86	68	68	68	73	71	79	64	63	74	76	77	86	68	68	1866819.1	1919769.2	1930099.0	1711313.8	1650646.6	1654182.2	1866819.1	1919769.2	1930099.0	1711313.8	1650646.6	1654182.2	1866819.1	1919769.2	1930099.0	1711313.8	1650646.6	1654182.2	790996.5	810704.8	768146.6	763381.56	749089.0	721670.3	790481.7	815727.56	768026.56	761744.5	749702.06	718760.4	790996.5	810704.8	768146.6	763381.56	749089.0	721670.3	
sp|O00411|RPOM_HUMAN	O00411	RPOM_HUMAN	POLRMT	1230	7.90	Homo sapiens OX=9606	1:Experimental evidence at protein level	DNA-directed RNA polymerase, mitochondrial	1.0000	0.9990	6	24	24	24	6	1	3	3	7	4	6	1	3	3	7	4	6	1	3	3	7	4	1942700.0	2322898.5	2296188.5	1347836.4	1392264.5	1230754.2	1942700.0	2322898.5	2296188.5	1347836.4	1392264.5	1230754.2	1942700.0	2322898.5	2296188.5	1347836.4	1392264.5	1230754.2	1496177.8	1647297.4	1677577.0	1687674.0	1641442.8	1661660.5	1496177.8	1647297.4	1677577.0	1687674.0	1641442.8	1661660.5	1496177.8	1647297.4	1677577.0	1687674.0	1641442.8	1661660.5	
sp|O00418|EF2K_HUMAN	O00418	EF2K_HUMAN	EEF2K	725	17.70	Homo sapiens OX=9606	1:Experimental evidence at protein level	Eukaryotic elongation factor 2 kinase	1.0000	0.9990	11	45	45	45	10	9	10	5	5	6	10	9	10	5	5	6	10	9	10	5	5	6	208925.67	208348.42	168618.05	251251.31	233824.66	232157.25	208925.67	208348.42	168618.05	251251.31	233824.66	232157.25	208925.67	208348.42	168618.05	251251.31	233824.66	232157.25	112587.36	120013.74	117658.82	112498.305	108409.05	118930.6	112587.36	120013.74	117658.82	112498.305	108409.05	118930.6	112587.36	120013.74	117658.82	112498.305	108409.05	118930.6	
sp|O00422|SAP18_HUMAN	O00422	SAP18_HUMAN	SAP18	153	52.30	Homo sapiens OX=9606	1:Experimental evidence at protein level	Histone deacetylase complex subunit SAP18	1.0000	0.9990	8	75	75	75	12	9	9	13	14	18	12	9	9	13	14	18	12	9	9	13	14	18	403238.34	389552.0	392832.9	383427.16	372873.94	365692.62	403238.34	389552.0	392832.9	383427.16	372873.94	365692.62	403238.34	389552.0	392832.9	383427.16	372873.94	365692.62	327897.22	314418.94	312540.56	275991.75	296973.47	285703.25	327897.22	314418.94	312540.56	275991.75	296973.47	285703.25	327897.22	314418.94	312540.56	275991.75	296973.47	285703.25	
sp|O00425|IF2B3_HUMAN	O00425	IF2B3_HUMAN	IGF2BP3	579	44.70	Homo sapiens OX=9606	1:Experimental evidence at protein level	Insulin-like growth factor 2 mRNA-binding protein 3	1.0000	0.9990	20	218	173	218	37	32	34	41	35	39	30	26	26	31	27	33	37	32	34	41	35	39	2175134.0	1626650.2	2145527.2	2143931.5	2071307.1	2199940.0	1139080.5	585567.56	1002332.94	1040891.44	942572.56	1076332.6	2175134.0	1626650.2	2145527.2	2143931.5	2071307.1	2199940.0	1397866.6	1352367.9	1346439.9	1362602.9	1368409.8	1305494.8	462288.88	446188.0	438136.22	451904.88	450235.03	431412.9	1397866.6	1352367.9	1346439.9	1362602.9	1368409.8	1305494.8	
sp|O00429|DNM1L_HUMAN	O00429	DNM1L_HUMAN	DNM1L	736	59.80	Homo sapiens OX=9606	1:Experimental evidence at protein level	Dynamin-1-like protein	1.0000	0.9990	32	263	263	263	49	45	42	43	43	41	49	45	42	43	43	41	49	45	42	43	43	41	566237.6	526231.56	614897.75	530500.6	378451.38	559953.3	566237.6	526231.56	614897.75	530500.6	378451.38	559953.3	566237.6	526231.56	614897.75	530500.6	378451.38	559953.3	249878.44	251989.58	250167.88	239760.52	239162.05	232799.03	249878.44	251989.58	250167.88	239760.52	239162.05	232799.03	249878.44	251989.58	250167.88	239760.52	239162.05	232799.03	
sp|O00442|RTCA_HUMAN	O00442	RTCA_HUMAN	RTCA	366	48.60	Homo sapiens OX=9606	1:Experimental evidence at protein level	RNA 3'-terminal phosphate cyclase	1.0000	0.9990	11	84	84	84	18	15	12	13	12	14	18	15	12	13	12	14	18	15	12	13	12	14	309329.44	305089.44	315800.66	316737.62	321152.38	293371.47	309329.44	305089.44	315800.66	316737.62	321152.38	293371.47	309329.44	305089.44	315800.66	316737.62	321152.38	293371.47	123743.56	119695.445	113283.05	108610.57	106337.27	106448.09	123743.56	119695.445	113283.05	108610.57	106337.27	106448.09	123743.56	119695.445	113283.05	108610.57	106337.27	106448.09	
sp|O00461|GOLI4_HUMAN	O00461	GOLI4_HUMAN	GOLIM4	696	7.80	Homo sapiens OX=9606	1:Experimental evidence at protein level	Golgi integral membrane protein 4	1.0000	0.9990	4	27	27	27	4	4	5	6	4	4	4	4	5	6	4	4	4	4	5	6	4	4	131583.12	118408.28	119770.375	119738.234	139177.45	139715.73	131583.12	118408.28	119770.375	119738.234	139177.45	139715.73	131583.12	118408.28	119770.375	119738.234	139177.45	139715.73	62532.637	53267.73	54559.125	55133.523	64733.734	64560.34	62532.637	53267.73	54559.125	55133.523	64733.734	64560.34	62532.637	53267.73	54559.125	55133.523	64733.734	64560.34	
sp|O00471|EXOC5_HUMAN	O00471	EXOC5_HUMAN	EXOC5	708	6.60	Homo sapiens OX=9606	1:Experimental evidence at protein level	Exocyst complex component 5	1.0000	0.9990	6	17	17	17	2	4	2	5	3	1	2	4	2	5	3	1	2	4	2	5	3	1	128331.62	140582.12	140266.56	119833.02	73126.46	73734.32	128331.62	140582.12	140266.56	119833.02	73126.46	73734.32	128331.62	140582.12	140266.56	119833.02	73126.46	73734.32	51255.92	50380.184	58462.152	51841.82	54169.242	54986.312	51255.92	50380.184	58462.152	51841.82	54169.242	54986.312	51255.92	50380.184	58462.152	51841.82	54169.242	54986.312	
sp|O00483|NDUA4_HUMAN	O00483	NDUA4_HUMAN	NDUFA4	81	46.90	Homo sapiens OX=9606	1:Experimental evidence at protein level	Cytochrome c oxidase subunit NDUFA4	1.0000	0.9990	4	26	26	26	5	6	3	4	4	4	5	6	3	4	4	4	5	6	3	4	4	4	653786.4	685707.8	676917.75	715172.75	689012.5	692086.3	653786.4	685707.8	676917.75	715172.75	689012.5	692086.3	653786.4	685707.8	676917.75	715172.75	689012.5	692086.3	297125.8	324230.97	353436.97	375568.53	385388.6	379889.78	297125.8	324230.97	353436.97	375568.53	385388.6	379889.78	297125.8	324230.97	353436.97	375568.53	385388.6	379889.78	
sp|O00487|PSDE_HUMAN	O00487	PSDE_HUMAN	PSMD14	310	61.90	Homo sapiens OX=9606	1:Experimental evidence at protein level	26S proteasome non-ATPase regulatory subunit 14	1.0000	0.9990	10	133	133	133	23	22	27	20	23	18	23	22	27	20	23	18	23	22	27	20	23	18	1329942.1	1333779.1	1311989.1	1146416.8	1146155.6	1170895.8	1329942.1	1333779.1	1311989.1	1146416.8	1146155.6	1170895.8	1329942.1	1333779.1	1311989.1	1146416.8	1146155.6	1170895.8	783258.25	724116.0	735227.9	653732.75	644297.1	631269.8	783258.25	724116.0	735227.9	653732.75	644297.1	631269.8	783258.25	724116.0	735227.9	653732.75	644297.1	631269.8	
sp|O00488|ZN593_HUMAN	O00488	ZN593_HUMAN	ZNF593	134	30.60	Homo sapiens OX=9606	1:Experimental evidence at protein level	Zinc finger protein 593	1.0000	0.9990	3	12	12	12	3	2	2	1	3	1	3	2	2	1	3	1	3	2	2	1	3	1	144996.97	90079.86	147181.55	108556.53	140777.9	92307.52	144996.97	90079.86	147181.55	108556.53	140777.9	92307.52	144996.97	90079.86	147181.55	108556.53	140777.9	92307.52	53988.008	51423.246	55474.156	60835.047	61551.86	52648.688	53988.008	51423.246	55474.156	60835.047	61551.86	52648.688	53988.008	51423.246	55474.156	60835.047	61551.86	52648.688	
sp|O00505|IMA4_HUMAN	O00505	IMA4_HUMAN	KPNA3	521	39.00	Homo sapiens OX=9606	1:Experimental evidence at protein level	Importin subunit alpha-4	1.0000	0.9990	13	85	54	85	17	14	13	16	14	11	11	9	8	11	9	6	17	14	13	16	14	11	655112.1	624073.2	595553.75	601972.06	640518.25	594339.6	315356.25	308759.7	300886.66	306899.38	298967.25	278899.94	655112.1	624073.2	595553.75	601972.06	640518.25	594339.6	301687.8	318560.25	289289.6	301081.8	294192.1	286847.6	126519.77	134036.67	122724.12	126046.75	121649.78	120547.87	301687.8	318560.25	289289.6	301081.8	294192.1	286847.6	
sp|O00507|USP9Y_HUMAN	O00507	USP9Y_HUMAN	USP9Y	2555	10.60	Homo sapiens OX=9606	2:Experimental evidence at transcript level	Probable ubiquitin carboxyl-terminal hydrolase FAF-Y	1.0000	0.9990	27	91	12	95	15	21	18	16	14	7	0	2	4	3	3	0	15	22	19	17	15	7	228388.69	202297.44	246542.52	224050.4	212957.28	216383.52	53249.41	52426.207	55716.83	64938.78	65583.91	0.0	228388.69	202297.44	246542.52	224050.4	212957.28	216383.52	94017.914	88511.65	92646.305	92494.74	92778.945	91142.63	0.0	52426.207	55716.83	0.0	0.0	0.0	94857.75	89177.19	90451.586	91927.38	93075.445	92109.49	
sp|O00541|PESC_HUMAN	O00541	PESC_HUMAN	PES1	588	29.60	Homo sapiens OX=9606	1:Experimental evidence at protein level	Pescadillo homolog	1.0000	0.9990	15	129	129	129	25	21	22	21	22	18	25	21	22	21	22	18	25	21	22	21	22	18	495509.22	483836.16	469531.56	504866.62	534153.75	491701.62	495509.22	483836.16	469531.56	504866.62	534153.75	491701.62	495509.22	483836.16	469531.56	504866.62	534153.75	491701.62	200650.97	189026.55	194665.5	196758.6	204120.44	192572.89	200650.97	189026.55	194665.5	196758.6	204120.44	192572.89	200650.97	189026.55	194665.5	196758.6	204120.44	192572.89	
