Protein	Protein ID	Entry Name	Gene	Protein Length	Coverage	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	20211130_002_S326355_P3F_2_P3F__DOX___BP___H2O2 Spectral Count	20211130_004_S326356_P3F_3_P3F__DOX___BP___H2O2 Spectral Count	20211130_006_S326354_P3F_1_P3F__DOX___BP___H2O2 Spectral Count	20211130_008_S326359_PIPOX_3_dCas9_PIPOX__DOX__BP__H2O2 Spectral Count	20211130_011_S326352_dCas9_2_dCas9__DOX___BP___H2O2 Spectral Count	20211130_013_S326351_dCas9_1_dCas9__DOX___BP___H2O2 Spectral Count	20211130_015_S326357_PIPOX_1_dCas9_PIPOX__DOX__BP__H2O2 Spectral Count	20211130_017_S326358_PIPOX_2_dCas9_PIPOX__DOX__BP__H2O2_rep Spectral Count	20211130_020_S326353_dCas9_3_dCas9__DOX___BP___H2O2 Spectral Count	20211130_002_S326355_P3F_2_P3F__DOX___BP___H2O2 Unique Spectral Count	20211130_004_S326356_P3F_3_P3F__DOX___BP___H2O2 Unique Spectral Count	20211130_006_S326354_P3F_1_P3F__DOX___BP___H2O2 Unique Spectral Count	20211130_008_S326359_PIPOX_3_dCas9_PIPOX__DOX__BP__H2O2 Unique Spectral Count	20211130_011_S326352_dCas9_2_dCas9__DOX___BP___H2O2 Unique Spectral Count	20211130_013_S326351_dCas9_1_dCas9__DOX___BP___H2O2 Unique Spectral Count	20211130_015_S326357_PIPOX_1_dCas9_PIPOX__DOX__BP__H2O2 Unique Spectral Count	20211130_017_S326358_PIPOX_2_dCas9_PIPOX__DOX__BP__H2O2_rep Unique Spectral Count	20211130_020_S326353_dCas9_3_dCas9__DOX___BP___H2O2 Unique Spectral Count	20211130_002_S326355_P3F_2_P3F__DOX___BP___H2O2 Total Spectral Count	20211130_004_S326356_P3F_3_P3F__DOX___BP___H2O2 Total Spectral Count	20211130_006_S326354_P3F_1_P3F__DOX___BP___H2O2 Total Spectral Count	20211130_008_S326359_PIPOX_3_dCas9_PIPOX__DOX__BP__H2O2 Total Spectral Count	20211130_011_S326352_dCas9_2_dCas9__DOX___BP___H2O2 Total Spectral Count	20211130_013_S326351_dCas9_1_dCas9__DOX___BP___H2O2 Total Spectral Count	20211130_015_S326357_PIPOX_1_dCas9_PIPOX__DOX__BP__H2O2 Total Spectral Count	20211130_017_S326358_PIPOX_2_dCas9_PIPOX__DOX__BP__H2O2_rep Total Spectral Count	20211130_020_S326353_dCas9_3_dCas9__DOX___BP___H2O2 Total Spectral Count	20211130_002_S326355_P3F_2_P3F__DOX___BP___H2O2 Intensity	20211130_004_S326356_P3F_3_P3F__DOX___BP___H2O2 Intensity	20211130_006_S326354_P3F_1_P3F__DOX___BP___H2O2 Intensity	20211130_008_S326359_PIPOX_3_dCas9_PIPOX__DOX__BP__H2O2 Intensity	20211130_011_S326352_dCas9_2_dCas9__DOX___BP___H2O2 Intensity	20211130_013_S326351_dCas9_1_dCas9__DOX___BP___H2O2 Intensity	20211130_015_S326357_PIPOX_1_dCas9_PIPOX__DOX__BP__H2O2 Intensity	20211130_017_S326358_PIPOX_2_dCas9_PIPOX__DOX__BP__H2O2_rep Intensity	20211130_020_S326353_dCas9_3_dCas9__DOX___BP___H2O2 Intensity	20211130_002_S326355_P3F_2_P3F__DOX___BP___H2O2 Unique Intensity	20211130_004_S326356_P3F_3_P3F__DOX___BP___H2O2 Unique Intensity	20211130_006_S326354_P3F_1_P3F__DOX___BP___H2O2 Unique Intensity	20211130_008_S326359_PIPOX_3_dCas9_PIPOX__DOX__BP__H2O2 Unique Intensity	20211130_011_S326352_dCas9_2_dCas9__DOX___BP___H2O2 Unique Intensity	20211130_013_S326351_dCas9_1_dCas9__DOX___BP___H2O2 Unique Intensity	20211130_015_S326357_PIPOX_1_dCas9_PIPOX__DOX__BP__H2O2 Unique Intensity	20211130_017_S326358_PIPOX_2_dCas9_PIPOX__DOX__BP__H2O2_rep Unique Intensity	20211130_020_S326353_dCas9_3_dCas9__DOX___BP___H2O2 Unique Intensity	20211130_002_S326355_P3F_2_P3F__DOX___BP___H2O2 Total Intensity	20211130_004_S326356_P3F_3_P3F__DOX___BP___H2O2 Total Intensity	20211130_006_S326354_P3F_1_P3F__DOX___BP___H2O2 Total Intensity	20211130_008_S326359_PIPOX_3_dCas9_PIPOX__DOX__BP__H2O2 Total Intensity	20211130_011_S326352_dCas9_2_dCas9__DOX___BP___H2O2 Total Intensity	20211130_013_S326351_dCas9_1_dCas9__DOX___BP___H2O2 Total Intensity	20211130_015_S326357_PIPOX_1_dCas9_PIPOX__DOX__BP__H2O2 Total Intensity	20211130_017_S326358_PIPOX_2_dCas9_PIPOX__DOX__BP__H2O2_rep Total Intensity	20211130_020_S326353_dCas9_3_dCas9__DOX___BP___H2O2 Total Intensity	Indistinguishable Proteins
sp|O75494|SRS10_HUMAN	O75494	SRS10_HUMAN	SRSF10	262	10.70	Homo sapiens OX=9606	1:Experimental evidence at protein level	Serine/arginine-rich splicing factor 10	1.0000	0.9990	2	23	23	23	2	2	2	3	2	2	4	3	3	2	2	2	3	2	2	4	3	3	2	2	2	3	2	2	4	3	3	5.0458448E7	4.494472E7	6.5635892E7	1.22251776E8	1.09099328E8	9.309996E7	1.55196832E8	1.16141056E8	8.9956656E7	5.0458448E7	4.494472E7	6.5635892E7	1.22251776E8	1.09099328E8	9.309996E7	1.55196832E8	1.16141056E8	8.9956656E7	5.0458448E7	4.494472E7	6.5635892E7	1.22251776E8	1.09099328E8	9.309996E7	1.55196832E8	1.16141056E8	8.9956656E7	
sp|O75533|SF3B1_HUMAN	O75533	SF3B1_HUMAN	SF3B1	1304	4.10	Homo sapiens OX=9606	1:Experimental evidence at protein level	Splicing factor 3B subunit 1	1.0000	0.9990	5	8	8	8	0	0	0	1	0	0	1	2	4	0	0	0	1	0	0	1	2	4	0	0	0	1	0	0	1	2	4	2099366.5	0.0	0.0	6.4515096E7	4.501266E7	3.251789E7	8.2200424E7	7.316672E7	7.4967384E7	2099366.5	0.0	0.0	6.4515096E7	4.501266E7	3.251789E7	8.2200424E7	7.316672E7	7.4967384E7	2099366.5	0.0	0.0	6.4515096E7	4.501266E7	3.251789E7	8.2200424E7	7.316672E7	7.4967384E7	
sp|O75607|NPM3_HUMAN	O75607	NPM3_HUMAN	NPM3	178	17.40	Homo sapiens OX=9606	1:Experimental evidence at protein level	Nucleoplasmin-3	1.0000	0.9990	2	9	9	9	0	0	0	3	0	0	2	2	2	0	0	0	3	0	0	2	2	2	0	0	0	3	0	0	2	2	2	0.0	0.0	0.0	3.8254616E7	1.1057879E7	1.2179732E7	2.7601782E7	2.7614716E7	1.2875563E7	0.0	0.0	0.0	3.8254616E7	1.1057879E7	1.2179732E7	2.7601782E7	2.7614716E7	1.2875563E7	0.0	0.0	0.0	3.8254616E7	1.1057879E7	1.2179732E7	2.7601782E7	2.7614716E7	1.2875563E7	
sp|O75643|U520_HUMAN	O75643	U520_HUMAN	SNRNP200	2136	1.40	Homo sapiens OX=9606	1:Experimental evidence at protein level	U5 small nuclear ribonucleoprotein 200 kDa helicase	1.0000	0.9990	3	5	5	5	0	0	0	1	0	0	3	1	0	0	0	0	1	0	0	3	1	0	0	0	0	1	0	0	3	1	0	7929742.5	6142623.5	7041045.0	3.8863868E7	3.7852368E7	3.7450432E7	4.8619992E7	4.4812332E7	4.1348984E7	7929742.5	6142623.5	7041045.0	3.8863868E7	3.7852368E7	3.7450432E7	4.8619992E7	4.4812332E7	4.1348984E7	7929742.5	6142623.5	7041045.0	3.8863868E7	3.7852368E7	3.7450432E7	4.8619992E7	4.4812332E7	4.1348984E7	
sp|O75691|UTP20_HUMAN	O75691	UTP20_HUMAN	UTP20	2785	4.60	Homo sapiens OX=9606	1:Experimental evidence at protein level	Small subunit processome component 20 homolog	1.0000	0.9990	12	44	44	44	0	0	0	16	1	0	8	14	5	0	0	0	16	1	0	8	14	5	0	0	0	16	1	0	8	14	5	8559078.0	9049635.0	8023447.5	2.34818816E8	1.43818208E8	8.7843328E7	2.2777056E8	2.11992352E8	1.47057216E8	8559078.0	9049635.0	8023447.5	2.34818816E8	1.43818208E8	8.7843328E7	2.2777056E8	2.11992352E8	1.47057216E8	8559078.0	9049635.0	8023447.5	2.34818816E8	1.43818208E8	8.7843328E7	2.2777056E8	2.11992352E8	1.47057216E8	
sp|O76021|RL1D1_HUMAN	O76021	RL1D1_HUMAN	RSL1D1	490	32.70	Homo sapiens OX=9606	1:Experimental evidence at protein level	Ribosomal L1 domain-containing protein 1	1.0000	0.9990	19	148	148	148	3	2	0	30	15	13	32	32	21	3	2	0	30	15	13	32	32	21	3	2	0	30	15	13	32	32	21	4.0199036E7	4.5845724E7	3.1977744E7	5.9165747E8	3.56189856E8	3.02106144E8	6.5480851E8	5.8801792E8	3.65222592E8	4.0199036E7	4.5845724E7	3.1977744E7	5.9165747E8	3.56189856E8	3.02106144E8	6.5480851E8	5.8801792E8	3.65222592E8	4.0199036E7	4.5845724E7	3.1977744E7	5.9165747E8	3.56189856E8	3.02106144E8	6.5480851E8	5.8801792E8	3.65222592E8	
sp|O94880|PHF14_HUMAN	O94880	PHF14_HUMAN	PHF14	888	2.50	Homo sapiens OX=9606	1:Experimental evidence at protein level	PHD finger protein 14	1.0000	0.9990	3	8	8	8	0	0	0	1	1	1	3	2	0	0	0	0	1	1	1	3	2	0	0	0	0	1	1	1	3	2	0	8039190.5	5345140.0	5932821.5	5.867552E7	5.2035832E7	2.5656534E7	8.1894096E7	7.1982784E7	3.804968E7	8039190.5	5345140.0	5932821.5	5.867552E7	5.2035832E7	2.5656534E7	8.1894096E7	7.1982784E7	3.804968E7	8039190.5	5345140.0	5932821.5	5.867552E7	5.2035832E7	2.5656534E7	8.1894096E7	7.1982784E7	3.804968E7	
sp|O94901|SUN1_HUMAN	O94901	SUN1_HUMAN	SUN1	785	11.70	Homo sapiens OX=9606	1:Experimental evidence at protein level	SUN domain-containing protein 1	1.0000	0.9990	9	21	21	21	0	0	2	0	6	0	1	2	10	0	0	2	0	6	0	1	2	10	0	0	2	0	6	0	1	2	10	1.2362289E7	3.3577472E7	7.4965576E7	1.34912064E8	1.65505744E8	1.24573808E8	1.68688336E8	1.35868432E8	1.77188464E8	1.2362289E7	3.3577472E7	7.4965576E7	1.34912064E8	1.65505744E8	1.24573808E8	1.68688336E8	1.35868432E8	1.77188464E8	1.2362289E7	3.3577472E7	7.4965576E7	1.34912064E8	1.65505744E8	1.24573808E8	1.68688336E8	1.35868432E8	1.77188464E8	
sp|O94906|PRP6_HUMAN	O94906	PRP6_HUMAN	PRPF6	941	3.80	Homo sapiens OX=9606	1:Experimental evidence at protein level	Pre-mRNA-processing factor 6	1.0000	0.9990	6	21	21	21	2	1	1	7	0	0	2	5	3	2	1	1	7	0	0	2	5	3	2	1	1	7	0	0	2	5	3	3.35745056E8	6.5450854E8	1.04049376E9	2.2350528E9	1.13336653E9	1.50531264E9	9.1128154E8	1.39373798E9	1.09457088E9	3.35745056E8	6.5450854E8	1.04049376E9	2.2350528E9	1.13336653E9	1.50531264E9	9.1128154E8	1.39373798E9	1.09457088E9	3.35745056E8	6.5450854E8	1.04049376E9	2.2350528E9	1.13336653E9	1.50531264E9	9.1128154E8	1.39373798E9	1.09457088E9	
sp|O95232|LC7L3_HUMAN	O95232	LC7L3_HUMAN	LUC7L3	432	13.20	Homo sapiens OX=9606	1:Experimental evidence at protein level	Luc7-like protein 3	1.0000	0.9990	6	27	27	27	8	5	7	1	2	0	0	0	4	8	5	7	1	2	0	0	0	4	8	5	7	1	2	0	0	0	4	9.3911656E7	6.99766E7	6.7226608E7	5.4891244E7	5.8258088E7	9.2848912E7	9.0253224E7	8.610456E7	8.6929816E7	9.3911656E7	6.99766E7	6.7226608E7	5.4891244E7	5.8258088E7	9.2848912E7	9.0253224E7	8.610456E7	8.6929816E7	9.3911656E7	6.99766E7	6.7226608E7	5.4891244E7	5.8258088E7	9.2848912E7	9.0253224E7	8.610456E7	8.6929816E7	
sp|O95235|KI20A_HUMAN	O95235	KI20A_HUMAN	KIF20A	890	5.10	Homo sapiens OX=9606	1:Experimental evidence at protein level	Kinesin-like protein KIF20A	1.0000	0.9990	5	18	18	18	0	0	0	4	3	0	5	3	3	0	0	0	4	3	0	5	3	3	0	0	0	4	3	0	5	3	3	1597418.5	0.0	0.0	9.351696E7	6.603954E7	1.5675195E7	1.0432892E8	1.0457388E8	7.7091424E7	1597418.5	0.0	0.0	9.351696E7	6.603954E7	1.5675195E7	1.0432892E8	1.0457388E8	7.7091424E7	1597418.5	0.0	0.0	9.351696E7	6.603954E7	1.5675195E7	1.0432892E8	1.0457388E8	7.7091424E7	
sp|O95292|VAPB_HUMAN	O95292	VAPB_HUMAN	VAPB	243	14.40	Homo sapiens OX=9606	1:Experimental evidence at protein level	Vesicle-associated membrane protein-associated protein B/C	1.0000	0.9990	3	7	7	7	0	0	0	1	0	1	1	2	2	0	0	0	1	0	1	1	2	2	0	0	0	1	0	1	1	2	2	3515471.2	2334505.0	2778597.2	8.1131744E7	5.9065032E7	8.7973136E7	8.732024E7	8.3214448E7	1.05313E8	3515471.2	2334505.0	2778597.2	8.1131744E7	5.9065032E7	8.7973136E7	8.732024E7	8.3214448E7	1.05313E8	3515471.2	2334505.0	2778597.2	8.1131744E7	5.9065032E7	8.7973136E7	8.732024E7	8.3214448E7	1.05313E8	
sp|O95347|SMC2_HUMAN	O95347	SMC2_HUMAN	SMC2	1197	9.90	Homo sapiens OX=9606	1:Experimental evidence at protein level	Structural maintenance of chromosomes protein 2	1.0000	0.9990	13	34	34	34	0	0	0	7	4	0	11	10	2	0	0	0	7	4	0	11	10	2	0	0	0	7	4	0	11	10	2	2912707.2	7309654.5	2515680.5	1.35831504E8	1.31309432E8	1.23484552E8	1.91217024E8	2.0023984E8	1.141214E8	2912707.2	7309654.5	2515680.5	1.35831504E8	1.31309432E8	1.23484552E8	1.91217024E8	2.0023984E8	1.141214E8	2912707.2	7309654.5	2515680.5	1.35831504E8	1.31309432E8	1.23484552E8	1.91217024E8	2.0023984E8	1.141214E8	
sp|O95425|SVIL_HUMAN	O95425	SVIL_HUMAN	SVIL	2214	7.90	Homo sapiens OX=9606	1:Experimental evidence at protein level	Supervillin	1.0000	0.9990	14	41	41	41	0	0	0	11	4	2	11	10	3	0	0	0	11	4	2	11	10	3	0	0	0	11	4	2	11	10	3	0.0	0.0	0.0	2.30851456E8	1.03927088E8	7.8345496E7	1.969864E8	2.01020768E8	1.06247856E8	0.0	0.0	0.0	2.30851456E8	1.03927088E8	7.8345496E7	1.969864E8	2.01020768E8	1.06247856E8	0.0	0.0	0.0	2.30851456E8	1.03927088E8	7.8345496E7	1.969864E8	2.01020768E8	1.06247856E8	
sp|O95453|PARN_HUMAN	O95453	PARN_HUMAN	PARN	639	6.60	Homo sapiens OX=9606	1:Experimental evidence at protein level	Poly(A)-specific ribonuclease PARN	1.0000	0.9990	4	6	6	6	0	0	0	3	1	0	1	1	0	0	0	0	3	1	0	1	1	0	0	0	0	3	1	0	1	1	0	0.0	0.0	0.0	2.2430606E7	7893301.5	0.0	2.1149996E7	0.0	8153200.0	0.0	0.0	0.0	2.2430606E7	7893301.5	0.0	2.1149996E7	0.0	8153200.0	0.0	0.0	0.0	2.2430606E7	7893301.5	0.0	2.1149996E7	0.0	8153200.0	
sp|O95602|RPA1_HUMAN	O95602	RPA1_HUMAN	POLR1A	1720	1.70	Homo sapiens OX=9606	1:Experimental evidence at protein level	DNA-directed RNA polymerase I subunit RPA1	1.0000	0.9990	3	5	5	5	0	0	0	2	0	1	2	0	0	0	0	0	2	0	1	2	0	0	0	0	0	2	0	1	2	0	0	0.0	0.0	0.0	7563556.0	0.0	0.0	1.2238672E7	0.0	0.0	0.0	0.0	0.0	7563556.0	0.0	0.0	1.2238672E7	0.0	0.0	0.0	0.0	0.0	7563556.0	0.0	0.0	1.2238672E7	0.0	0.0	
sp|O95696|BRD1_HUMAN	O95696	BRD1_HUMAN	BRD1	1058	2.90	Homo sapiens OX=9606	1:Experimental evidence at protein level	Bromodomain-containing protein 1	1.0000	0.9990	3	8	8	8	0	0	0	3	1	0	1	3	0	0	0	0	3	1	0	1	3	0	0	0	0	3	1	0	1	3	0	0.0	0.0	0.0	4.7821464E7	2.8252258E7	2.9754436E7	5.3395728E7	5.5204904E7	3.71145E7	0.0	0.0	0.0	4.7821464E7	2.8252258E7	2.9754436E7	5.3395728E7	5.5204904E7	3.71145E7	0.0	0.0	0.0	4.7821464E7	2.8252258E7	2.9754436E7	5.3395728E7	5.5204904E7	3.71145E7	
sp|O95785|WIZ_HUMAN	O95785	WIZ_HUMAN	WIZ	1651	6.80	Homo sapiens OX=9606	1:Experimental evidence at protein level	Protein Wiz	1.0000	0.9990	8	17	17	17	0	0	0	6	0	0	4	6	1	0	0	0	6	0	0	4	6	1	0	0	0	6	0	0	4	6	1	0.0	0.0	0.0	1.70861536E8	1.66156768E8	1.03273952E8	2.55718176E8	2.16226432E8	1.20331576E8	0.0	0.0	0.0	1.70861536E8	1.66156768E8	1.03273952E8	2.55718176E8	2.16226432E8	1.20331576E8	0.0	0.0	0.0	1.70861536E8	1.66156768E8	1.03273952E8	2.55718176E8	2.16226432E8	1.20331576E8	
sp|O96028|NSD2_HUMAN	O96028	NSD2_HUMAN	NSD2	1365	17.40	Homo sapiens OX=9606	1:Experimental evidence at protein level	Histone-lysine N-methyltransferase NSD2	1.0000	0.9990	18	72	68	72	0	0	0	17	7	0	23	17	8	0	0	0	15	5	0	23	17	8	0	0	0	17	7	0	23	17	8	2477232.8	5306210.0	0.0	2.96696064E8	1.9358944E8	1.075604E8	3.16659456E8	3.04965472E8	1.56174688E8	2477232.8	5306210.0	0.0	2.81407232E8	1.67390192E8	8.6045664E7	3.07323552E8	2.63145792E8	1.23556576E8	2477232.8	5306210.0	0.0	2.96696064E8	1.9358944E8	1.075604E8	3.16659456E8	3.04965472E8	1.56174688E8	
sp|P00450|CERU_HUMAN	P00450	CERU_HUMAN	CP	1065	8.00	Homo sapiens OX=9606	1:Experimental evidence at protein level	Ceruloplasmin	1.0000	0.9990	8	120	120	120	16	15	16	11	12	14	9	12	15	16	15	16	11	12	14	9	12	15	16	15	16	11	12	14	9	12	15	5.7152768E8	6.595127E8	8.359584E8	3.73497408E8	6.9861312E8	5.8812013E8	3.985208E8	4.36219488E8	6.1164288E8	5.7152768E8	6.595127E8	8.359584E8	3.73497408E8	6.9861312E8	5.8812013E8	3.985208E8	4.36219488E8	6.1164288E8	5.7152768E8	6.595127E8	8.359584E8	3.73497408E8	6.9861312E8	5.8812013E8	3.985208E8	4.36219488E8	6.1164288E8	
sp|P01024|CO3_HUMAN	P01024	CO3_HUMAN	C3	1663	11.60	Homo sapiens OX=9606	1:Experimental evidence at protein level	Complement C3	1.0000	0.9990	19	33	33	33	0	0	0	0	0	1	0	32	0	0	0	0	0	0	1	0	32	0	0	0	0	0	0	1	0	32	0	0.0	0.0	0.0	0.0	0.0	1.8346128E7	0.0	8.5395904E7	0.0	0.0	0.0	0.0	0.0	0.0	1.8346128E7	0.0	8.5395904E7	0.0	0.0	0.0	0.0	0.0	0.0	1.8346128E7	0.0	8.5395904E7	0.0	
sp|P01042|KNG1_HUMAN	P01042	KNG1_HUMAN	KNG1	644	2.00	Homo sapiens OX=9606	1:Experimental evidence at protein level	Kininogen-1	1.0000	0.9990	1	3	3	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	3	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P01834|IGKC_HUMAN	P01834	IGKC_HUMAN	IGKC	107	56.10	Homo sapiens OX=9606	1:Experimental evidence at protein level	Immunoglobulin kappa constant	1.0000	0.9990	5	11	11	11	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	11	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P02647|APOA1_HUMAN	P02647	APOA1_HUMAN	APOA1	267	56.60	Homo sapiens OX=9606	1:Experimental evidence at protein level	Apolipoprotein A-I	1.0000	0.9990	18	52	52	52	0	0	0	0	0	0	0	52	0	0	0	0	0	0	0	0	52	0	0	0	0	0	0	0	0	52	0	0.0	0.0	9292256.0	2.494632E7	1.595051E7	1.3952136E7	2.2583728E7	5.00570816E8	2.0254156E7	0.0	0.0	9292256.0	2.494632E7	1.595051E7	1.3952136E7	2.2583728E7	5.00570816E8	2.0254156E7	0.0	0.0	9292256.0	2.494632E7	1.595051E7	1.3952136E7	2.2583728E7	5.00570816E8	2.0254156E7	
sp|P02652|APOA2_HUMAN	P02652	APOA2_HUMAN	APOA2	100	46.00	Homo sapiens OX=9606	1:Experimental evidence at protein level	Apolipoprotein A-II	1.0000	0.9990	4	11	11	11	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	11	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P02662|CASA1_BOVIN	P02662	CASA1_BOVIN	CSN1S1	214	10.30	Bos taurus	1:Experimental evidence at protein level	Alpha-S1-casein	1.0000	0.9990	2	3	3	3	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	1	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P02671|FIBA_HUMAN	P02671	FIBA_HUMAN	FGA	866	4.30	Homo sapiens OX=9606	1:Experimental evidence at protein level	Fibrinogen alpha chain	1.0000	0.9990	3	5	5	5	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	5	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P02751|FINC_HUMAN	P02751	FINC_HUMAN	FN1	2477	19.50	Homo sapiens OX=9606	1:Experimental evidence at protein level	Fibronectin	1.0000	0.9990	37	281	281	281	16	13	8	30	49	51	31	35	48	16	13	8	30	49	51	31	35	48	16	13	8	30	49	51	31	35	48	8.9881176E7	8.3915728E7	6.5216144E7	4.03764352E8	6.8309235E8	6.1542886E8	4.9219744E8	5.25284704E8	6.3960838E8	8.9881176E7	8.3915728E7	6.5216144E7	4.03764352E8	6.8309235E8	6.1542886E8	4.9219744E8	5.25284704E8	6.3960838E8	8.9881176E7	8.3915728E7	6.5216144E7	4.03764352E8	6.8309235E8	6.1542886E8	4.9219744E8	5.25284704E8	6.3960838E8	
sp|P02763|A1AG1_HUMAN	P02763	A1AG1_HUMAN	ORM1	201	16.90	Homo sapiens OX=9606	1:Experimental evidence at protein level	Alpha-1-acid glycoprotein 1	1.0000	0.9990	4	10	9	10	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	10	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P02766|TTHY_HUMAN	P02766	TTHY_HUMAN	TTR	147	15.60	Homo sapiens OX=9606	1:Experimental evidence at protein level	Transthyretin	1.0000	0.9990	2	6	6	6	0	1	0	2	0	0	0	2	1	0	1	0	2	0	0	0	2	1	0	1	0	2	0	0	0	2	1	3.7606308E7	4.0752192E7	3.9724912E7	7.0236424E7	5.2568208E7	4.0949484E7	4.1170168E7	6.347982E7	3.4083204E7	3.7606308E7	4.0752192E7	3.9724912E7	7.0236424E7	5.2568208E7	4.0949484E7	4.1170168E7	6.347982E7	3.4083204E7	3.7606308E7	4.0752192E7	3.9724912E7	7.0236424E7	5.2568208E7	4.0949484E7	4.1170168E7	6.347982E7	3.4083204E7	
sp|P02768|ALBU_HUMAN	P02768	ALBU_HUMAN	ALB	609	86.00	Homo sapiens	1:Experimental evidence at protein level	Serum albumin	1.0000	0.9990	77	247	247	1084	7	9	6	0	4	3	2	216	0	7	9	6	0	4	3	2	216	0	124	125	112	67	95	83	65	313	100	1.000592E7	1.4471821E7	0.0	1.72094512E8	4.4833001E10	3.22362368E8	2.57109094E10	2.30160538E9	0.0	1.000592E7	1.4471821E7	0.0	1.72094512E8	4.4833001E10	3.22362368E8	2.57109094E10	2.30160538E9	0.0	2.61537858E11	2.43235308E11	2.76874396E11	1.34161572E11	3.19299584E11	2.3297355E11	1.84003265E11	1.80838777E11	2.65397715E11	
sp|P02774|VTDB_HUMAN	P02774	VTDB_HUMAN	GC	474	7.20	Homo sapiens OX=9606	1:Experimental evidence at protein level	Vitamin D-binding protein	1.0000	0.9990	4	22	22	22	2	3	3	1	2	1	1	7	2	2	3	3	1	2	1	1	7	2	2	3	3	1	2	1	1	7	2	4.28302E7	3.5505292E7	4.6793828E7	2.3368442E7	3.7605188E7	4.4463552E7	3.3387126E7	5.4582928E7	3.6641124E7	4.28302E7	3.5505292E7	4.6793828E7	2.3368442E7	3.7605188E7	4.4463552E7	3.3387126E7	5.4582928E7	3.6641124E7	4.28302E7	3.5505292E7	4.6793828E7	2.3368442E7	3.7605188E7	4.4463552E7	3.3387126E7	5.4582928E7	3.6641124E7	
sp|P02786|TFR1_HUMAN	P02786	TFR1_HUMAN	TFRC	760	6.70	Homo sapiens OX=9606	1:Experimental evidence at protein level	Transferrin receptor protein 1	1.0000	0.9990	4	8	8	8	0	0	1	2	2	2	1	0	0	0	0	1	2	2	2	1	0	0	0	0	1	2	2	2	1	0	0	0.0	0.0	3437616.5	3.69052E7	5.9622112E7	6.0211136E7	3.3046784E7	3.4169392E7	4.9713032E7	0.0	0.0	3437616.5	3.69052E7	5.9622112E7	6.0211136E7	3.3046784E7	3.4169392E7	4.9713032E7	0.0	0.0	3437616.5	3.69052E7	5.9622112E7	6.0211136E7	3.3046784E7	3.4169392E7	4.9713032E7	
sp|P04792|HSPB1_HUMAN	P04792	HSPB1_HUMAN	HSPB1	205	29.30	Homo sapiens OX=9606	1:Experimental evidence at protein level	Heat shock protein beta-1	1.0000	0.9990	5	25	25	25	0	0	0	2	6	6	1	0	10	0	0	0	2	6	6	1	0	10	0	0	0	2	6	6	1	0	10	1.4210192E7	8283642.0	0.0	1.41507456E8	2.6967456E8	3.491384E8	1.39489296E8	1.12562064E8	3.59112384E8	1.4210192E7	8283642.0	0.0	1.41507456E8	2.6967456E8	3.491384E8	1.39489296E8	1.12562064E8	3.59112384E8	1.4210192E7	8283642.0	0.0	1.41507456E8	2.6967456E8	3.491384E8	1.39489296E8	1.12562064E8	3.59112384E8	
