Protein	Protein ID	Entry Name	Gene	Protein Length	Coverage	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	20220119_C27283_002_S353676_B-GFP_01 Spectral Count	20220119_C27283_004_S353677_B-GFP_02 Spectral Count	20220119_C27283_006_S353678_B-GFP_03 Spectral Count	20220119_C27283_008_S353679_M_1 Spectral Count	20220119_C27283_010_S353680_M_2 Spectral Count	20220119_C27283_012_S353681_M_3 Spectral Count	20220119_C27283_002_S353676_B-GFP_01 Unique Spectral Count	20220119_C27283_004_S353677_B-GFP_02 Unique Spectral Count	20220119_C27283_006_S353678_B-GFP_03 Unique Spectral Count	20220119_C27283_008_S353679_M_1 Unique Spectral Count	20220119_C27283_010_S353680_M_2 Unique Spectral Count	20220119_C27283_012_S353681_M_3 Unique Spectral Count	20220119_C27283_002_S353676_B-GFP_01 Total Spectral Count	20220119_C27283_004_S353677_B-GFP_02 Total Spectral Count	20220119_C27283_006_S353678_B-GFP_03 Total Spectral Count	20220119_C27283_008_S353679_M_1 Total Spectral Count	20220119_C27283_010_S353680_M_2 Total Spectral Count	20220119_C27283_012_S353681_M_3 Total Spectral Count	20220119_C27283_002_S353676_B-GFP_01 Intensity	20220119_C27283_004_S353677_B-GFP_02 Intensity	20220119_C27283_006_S353678_B-GFP_03 Intensity	20220119_C27283_008_S353679_M_1 Intensity	20220119_C27283_010_S353680_M_2 Intensity	20220119_C27283_012_S353681_M_3 Intensity	20220119_C27283_002_S353676_B-GFP_01 Unique Intensity	20220119_C27283_004_S353677_B-GFP_02 Unique Intensity	20220119_C27283_006_S353678_B-GFP_03 Unique Intensity	20220119_C27283_008_S353679_M_1 Unique Intensity	20220119_C27283_010_S353680_M_2 Unique Intensity	20220119_C27283_012_S353681_M_3 Unique Intensity	20220119_C27283_002_S353676_B-GFP_01 Total Intensity	20220119_C27283_004_S353677_B-GFP_02 Total Intensity	20220119_C27283_006_S353678_B-GFP_03 Total Intensity	20220119_C27283_008_S353679_M_1 Total Intensity	20220119_C27283_010_S353680_M_2 Total Intensity	20220119_C27283_012_S353681_M_3 Total Intensity	20220119_C27283_002_S353676_B-GFP_01 MaxLFQ Intensity	20220119_C27283_004_S353677_B-GFP_02 MaxLFQ Intensity	20220119_C27283_006_S353678_B-GFP_03 MaxLFQ Intensity	20220119_C27283_008_S353679_M_1 MaxLFQ Intensity	20220119_C27283_010_S353680_M_2 MaxLFQ Intensity	20220119_C27283_012_S353681_M_3 MaxLFQ Intensity	20220119_C27283_002_S353676_B-GFP_01 MaxLFQ Unique Intensity	20220119_C27283_004_S353677_B-GFP_02 MaxLFQ Unique Intensity	20220119_C27283_006_S353678_B-GFP_03 MaxLFQ Unique Intensity	20220119_C27283_008_S353679_M_1 MaxLFQ Unique Intensity	20220119_C27283_010_S353680_M_2 MaxLFQ Unique Intensity	20220119_C27283_012_S353681_M_3 MaxLFQ Unique Intensity	20220119_C27283_002_S353676_B-GFP_01 MaxLFQ Total Intensity	20220119_C27283_004_S353677_B-GFP_02 MaxLFQ Total Intensity	20220119_C27283_006_S353678_B-GFP_03 MaxLFQ Total Intensity	20220119_C27283_008_S353679_M_1 MaxLFQ Total Intensity	20220119_C27283_010_S353680_M_2 MaxLFQ Total Intensity	20220119_C27283_012_S353681_M_3 MaxLFQ Total Intensity	Indistinguishable Proteins
sp|P34788|RS18_ARATH	P34788	RS18_ARATH	RPS18A	152	19.10	Arabidopsis thaliana OX=3702	1:Experimental evidence at protein level	40S ribosomal protein S18	1.0000	0.9990	3	14	14	14	3	2	3	2	3	1	3	2	3	2	3	1	3	2	3	2	3	1	2.7952862E7	4.1236072E7	3.0784682E7	1.4124512E7	1.4682302E7	6205927.0	2.7952862E7	4.1236072E7	3.0784682E7	1.4124512E7	1.4682302E7	6205927.0	2.7952862E7	4.1236072E7	3.0784682E7	1.4124512E7	1.4682302E7	6205927.0	9861297.0	2.1333368E7	1.2691146E7	9963995.0	6385869.5	2547241.8	9861297.0	2.1333368E7	1.2691146E7	9963995.0	6385869.5	2547241.8	9861297.0	2.1333368E7	1.2691146E7	9963995.0	6385869.5	2547241.8	
sp|P35527|K1C9_HUMAN	P35527	K1C9_HUMAN	KRT9	623	52.00	Homo sapiens	1:Experimental evidence at protein level	Keratin, type I cytoskeletal 9	1.0000	0.9990	23	79	79	82	6	22	4	7	16	24	6	22	4	7	16	24	6	22	4	8	17	25	3.9010768E7	2.35635824E8	2.5403656E7	6.714292E7	7.910344E7	1.2165416E8	3.9010768E7	2.35635824E8	2.5403656E7	6.714292E7	7.910344E7	1.2165416E8	5.1159512E7	2.37659776E8	2.5403656E7	1.33200056E8	6.691992E7	1.05525296E8	2.3201258E7	1.20312568E8	1.6013334E7	3.4180652E7	2.93681E7	6.2045048E7	2.3201258E7	1.20312568E8	1.6013334E7	3.4180652E7	2.93681E7	6.2045048E7	2.386308E7	1.28727248E8	1.7422702E7	4.1682216E7	3.1817886E7	6.5065932E7	
sp|P41916|RAN1_ARATH	P41916	RAN1_ARATH	RAN1	221	11.30	Arabidopsis thaliana OX=3702	1:Experimental evidence at protein level	GTP-binding nuclear protein Ran-1	1.0000	0.9990	2	3	0	3	1	0	1	0	0	1	0	0	0	0	0	0	1	0	1	0	0	1	2.73271E7	9031982.0	8941899.0	0.0	0.0	9684159.0	0.0	0.0	0.0	0.0	0.0	0.0	2.73271E7	9031982.0	8941899.0	0.0	0.0	9684159.0	1.8676612E7	0.0	0.0	0.0	0.0	7786243.0	0.0	0.0	0.0	0.0	0.0	0.0	1.8676612E7	0.0	0.0	0.0	0.0	7786243.0	sp|P41917|RAN2_ARATH, sp|Q8H156|RAN3_ARATH
sp|P42212|GFP_AEQVI	P42212	GFP_AEQVI	GFP	238	70.20	Aequorea victoria	1:Experimental evidence at protein level	Green fluorescent protein	1.0000	0.9990	9	38	38	38	18	11	9	0	0	0	18	11	9	0	0	0	18	11	9	0	0	0	3.56098944E8	3.65420896E8	1.27813952E8	0.0	8918486.0	0.0	3.56098944E8	3.65420896E8	1.27813952E8	0.0	8918486.0	0.0	3.56098944E8	3.65420896E8	1.27813952E8	0.0	8918486.0	0.0	1.71158688E8	1.66894832E8	6.1395496E7	0.0	0.0	0.0	1.71158688E8	1.66894832E8	6.1395496E7	0.0	0.0	0.0	1.71158688E8	1.66894832E8	6.1395496E7	0.0	0.0	0.0	
sp|P42794|RL112_ARATH	P42794	RL112_ARATH	RPL11B	182	13.20	Arabidopsis thaliana OX=3702	2:Experimental evidence at transcript level	60S ribosomal protein L11-2	1.0000	0.9990	2	8	0	8	2	1	2	1	2	0	0	0	0	0	0	0	2	1	2	1	2	0	9254246.0	1.171564E7	8114767.0	3863271.8	6056822.5	1781385.2	0.0	0.0	0.0	0.0	0.0	0.0	9254246.0	1.171564E7	8114767.0	3863271.8	6056822.5	1781385.2	5658150.5	0.0	4782244.5	0.0	3641640.8	1104834.1	0.0	0.0	0.0	0.0	0.0	0.0	5658150.5	0.0	4782244.5	0.0	3641640.8	1104834.1	sp|P42795|RL111_ARATH
sp|P46283|S17P_ARATH	P46283	S17P_ARATH	At3g55800	393	8.10	Arabidopsis thaliana OX=3702	2:Experimental evidence at transcript level	Sedoheptulose-1,7-bisphosphatase, chloroplastic	1.0000	0.9990	2	3	3	3	1	1	0	0	0	1	1	1	0	0	0	1	1	1	0	0	0	1	2599344.8	3203817.2	0.0	0.0	0.0	3555199.5	2599344.8	3203817.2	0.0	0.0	0.0	3555199.5	2599344.8	3203817.2	0.0	0.0	0.0	3555199.5	1807000.1	0.0	0.0	0.0	0.0	2222194.2	1807000.1	0.0	0.0	0.0	0.0	2222194.2	1807000.1	0.0	0.0	0.0	0.0	2222194.2	
sp|P46286|RL81_ARATH	P46286	RL81_ARATH	RPL8A	258	7.40	Arabidopsis thaliana OX=3702	1:Experimental evidence at protein level	60S ribosomal protein L8-1	1.0000	0.9990	2	2	0	2	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	4864604.5	0.0	0.0	0.0	0.0	3069894.2	0.0	0.0	0.0	0.0	0.0	0.0	4864604.5	0.0	0.0	0.0	0.0	3069894.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	sp|Q42064|RL83_ARATH
sp|P49204|RS42_ARATH	P49204	RS42_ARATH	RPS4B	262	13.00	Arabidopsis thaliana OX=3702	2:Experimental evidence at transcript level	40S ribosomal protein S4-2	1.0000	0.9990	2	4	0	4	2	1	0	0	0	1	0	0	0	0	0	0	2	1	0	0	0	1	6992679.0	9446450.0	2380644.5	0.0	664639.94	2983799.2	0.0	0.0	0.0	0.0	0.0	0.0	6992679.0	9446450.0	2380644.5	0.0	664639.94	2983799.2	4480528.5	6159762.5	0.0	0.0	387831.7	1862950.0	0.0	0.0	0.0	0.0	0.0	0.0	4480528.5	6159762.5	0.0	0.0	387831.7	1862950.0	sp|Q8VYK6|RS43_ARATH, sp|Q93VH9|RS41_ARATH, tr|F4IMI7|F4IMI7_ARATH, tr|F4K5C7|F4K5C7_ARATH
sp|P49689|RS30_ARATH	P49689	RS30_ARATH	RPS30A	62	19.40	Arabidopsis thaliana OX=3702	3:Protein inferred from homology	40S ribosomal protein S30	1.0000	0.9990	3	6	6	6	0	0	0	3	3	0	0	0	0	3	3	0	0	0	0	3	3	0	6830962.5	2.8903704E7	0.0	5.5939028E7	1.5622569E7	1245684.0	6830962.5	2.8903704E7	0.0	5.5939028E7	1.5622569E7	1245684.0	6830962.5	2.8903704E7	0.0	5.5939028E7	1.5622569E7	1245684.0	0.0	2.7899958E7	0.0	5.0033612E7	1.5816046E7	0.0	0.0	2.7899958E7	0.0	5.0033612E7	1.5816046E7	0.0	0.0	2.7899958E7	0.0	5.0033612E7	1.5816046E7	0.0	
sp|P49690|RL23_ARATH	P49690	RL23_ARATH	RPL23A	140	12.80	Arabidopsis thaliana OX=3702	2:Experimental evidence at transcript level	60S ribosomal protein L23	1.0000	0.9987	2	4	0	4	2	0	0	0	1	1	0	0	0	0	0	0	2	0	0	0	1	1	2.0119232E7	3.1915532E7	0.0	0.0	6897289.5	6649173.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0119232E7	3.1915532E7	0.0	0.0	6897289.5	6649173.0	1.3289365E7	1.9380662E7	0.0	0.0	4719268.5	4535404.5	0.0	0.0	0.0	0.0	0.0	0.0	1.3289365E7	1.9380662E7	0.0	0.0	4719268.5	4535404.5	tr|F4J3P1|F4J3P1_ARATH
sp|P56753|NDHH_ARATH	P56753	NDHH_ARATH	ndhH	393	9.40	Arabidopsis thaliana OX=3702	1:Experimental evidence at protein level	NAD(P)H-quinone oxidoreductase subunit H, chloroplastic	1.0000	0.9990	2	5	5	5	2	1	1	1	0	0	2	1	1	1	0	0	2	1	1	1	0	0	1343258.8	3937876.8	1096780.5	3274471.2	0.0	0.0	1343258.8	3937876.8	1096780.5	3274471.2	0.0	0.0	1343258.8	3937876.8	1096780.5	3274471.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P56758|ATPI_ARATH	P56758	ATPI_ARATH	atpI	249	40.20	Arabidopsis thaliana OX=3702	3:Protein inferred from homology	ATP synthase subunit a, chloroplastic	1.0000	0.9990	5	22	22	22	4	5	4	4	2	3	4	5	4	4	2	3	4	5	4	4	2	3	1.7207436E7	5.3479348E7	2.0845492E7	4.3303304E7	2355900.8	1.0480736E7	1.7207436E7	5.3479348E7	2.0845492E7	4.3303304E7	2355900.8	1.0480736E7	1.7207436E7	5.3479348E7	2.0845492E7	4.3303304E7	2355900.8	1.0480736E7	1.0847924E7	3.550324E7	1.1633334E7	3.2140184E7	2444227.2	6909437.5	1.0847924E7	3.550324E7	1.1633334E7	3.2140184E7	2444227.2	6909437.5	1.0847924E7	3.550324E7	1.1633334E7	3.2140184E7	2444227.2	6909437.5	
sp|P56759|ATPF_ARATH	P56759	ATPF_ARATH	atpF	184	11.40	Arabidopsis thaliana OX=3702	3:Protein inferred from homology	ATP synthase subunit b, chloroplastic	1.0000	0.9990	2	9	9	9	2	1	1	2	1	2	2	1	1	2	1	2	2	1	1	2	1	2	1.4762875E7	1.98306E7	1867675.1	1073803.1	1780789.5	1.0459536E7	1.4762875E7	1.98306E7	1867675.1	1073803.1	1780789.5	1.0459536E7	1.4762875E7	1.98306E7	1867675.1	1073803.1	1780789.5	1.0459536E7	6497546.0	8979676.0	0.0	0.0	0.0	4103350.5	6497546.0	8979676.0	0.0	0.0	0.0	4103350.5	6497546.0	8979676.0	0.0	0.0	0.0	4103350.5	
sp|P56761|PSBD_ARATH	P56761	PSBD_ARATH	psbD	353	31.70	Arabidopsis thaliana OX=3702	1:Experimental evidence at protein level	Photosystem II D2 protein	1.0000	0.9990	7	18	18	18	3	4	3	1	2	5	3	4	3	1	2	5	3	4	3	1	2	5	1.05250104E8	1.79051568E8	1.3791567E7	1.2321076E7	8676242.0	8.8617568E7	1.05250104E8	1.79051568E8	1.3791567E7	1.2321076E7	8676242.0	8.8617568E7	1.05250104E8	1.79051568E8	1.3791567E7	1.2321076E7	8676242.0	8.8617568E7	3.3673648E7	8.9899064E7	2.2231106E7	6210311.0	4889941.5	2.4734652E7	3.3673648E7	8.9899064E7	2.2231106E7	6210311.0	4889941.5	2.4734652E7	3.3673648E7	8.9899064E7	2.2231106E7	6210311.0	4889941.5	2.4734652E7	
sp|P56766|PSAA_ARATH	P56766	PSAA_ARATH	psaA	750	10.80	Arabidopsis thaliana OX=3702	2:Experimental evidence at transcript level	Photosystem I P700 chlorophyll a apoprotein A1	1.0000	0.9990	3	4	4	4	0	1	0	3	0	0	0	1	0	3	0	0	0	1	0	3	0	0	1038502.75	4499790.0	0.0	5266368.5	0.0	0.0	1038502.75	4499790.0	0.0	5266368.5	0.0	0.0	1038502.75	4499790.0	0.0	5266368.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P56767|PSAB_ARATH	P56767	PSAB_ARATH	psaB	734	20.20	Arabidopsis thaliana OX=3702	3:Protein inferred from homology	Photosystem I P700 chlorophyll a apoprotein A2	1.0000	0.9990	7	17	17	17	3	4	1	6	1	2	3	4	1	6	1	2	3	4	1	6	1	2	1.3962262E7	3.705364E7	3854875.2	2.043337E7	4970103.5	6753443.0	1.3962262E7	3.705364E7	3854875.2	2.043337E7	4970103.5	6753443.0	1.3962262E7	3.705364E7	3854875.2	2.043337E7	4970103.5	6753443.0	5485595.5	1.5179764E7	0.0	1.826303E7	2520195.0	3469506.0	5485595.5	1.5179764E7	0.0	1.826303E7	2520195.0	3469506.0	5485595.5	1.5179764E7	0.0	1.826303E7	2520195.0	3469506.0	
sp|P56777|PSBB_ARATH	P56777	PSBB_ARATH	psbB	508	45.90	Arabidopsis thaliana OX=3702	1:Experimental evidence at protein level	Photosystem II CP47 reaction center protein	1.0000	0.9990	14	56	56	56	15	16	7	3	1	14	15	16	7	3	1	14	15	16	7	3	1	14	1.08685424E8	3.58895392E8	8.9259784E7	3460185.2	5390160.5	9.9744896E7	1.08685424E8	3.58895392E8	8.9259784E7	3460185.2	5390160.5	9.9744896E7	1.08685424E8	3.58895392E8	8.9259784E7	3460185.2	5390160.5	9.9744896E7	3.1578426E7	1.21019832E8	3.5068816E7	1.0898587E7	3378806.5	2.6882464E7	3.1578426E7	1.21019832E8	3.5068816E7	1.0898587E7	3378806.5	2.6882464E7	3.1578426E7	1.21019832E8	3.5068816E7	1.0898587E7	3378806.5	2.6882464E7	
sp|P56778|PSBC_ARATH	P56778	PSBC_ARATH	psbC	473	42.10	Arabidopsis thaliana OX=3702	1:Experimental evidence at protein level	Photosystem II CP43 reaction center protein	1.0000	0.9990	15	82	82	82	17	23	13	9	1	19	17	23	13	9	1	19	17	23	13	9	1	19	4.29127616E8	1.20686874E9	3.28763104E8	1.60515936E8	2.4362022E7	2.72765152E8	4.29127616E8	1.20686874E9	3.28763104E8	1.60515936E8	2.4362022E7	2.72765152E8	4.29127616E8	1.20686874E9	3.28763104E8	1.60515936E8	2.4362022E7	2.72765152E8	1.81648656E8	5.22539328E8	1.72848E8	1.40540208E8	2.1354414E7	1.33404984E8	1.81648656E8	5.22539328E8	1.72848E8	1.40540208E8	2.1354414E7	1.33404984E8	1.81648656E8	5.22539328E8	1.72848E8	1.40540208E8	2.1354414E7	1.33404984E8	
sp|P56791|RK2_ARATH	P56791	RK2_ARATH	rpl2-A	274	15.30	Arabidopsis thaliana OX=3702	3:Protein inferred from homology	50S ribosomal protein L2, chloroplastic	1.0000	0.9990	2	5	5	5	1	2	1	0	0	1	1	2	1	0	0	1	1	2	1	0	0	1	1.5851323E7	2.7307184E7	5341126.5	0.0	0.0	1.6167193E7	1.5851323E7	2.7307184E7	5341126.5	0.0	0.0	1.6167193E7	1.5851323E7	2.7307184E7	5341126.5	0.0	0.0	1.6167193E7	0.0	2.4212138E7	0.0	0.0	0.0	1.3137179E7	0.0	2.4212138E7	0.0	0.0	0.0	1.3137179E7	0.0	2.4212138E7	0.0	0.0	0.0	1.3137179E7	
sp|P56793|RK16_ARATH	P56793	RK16_ARATH	rpl16	135	20.70	Arabidopsis thaliana OX=3702	3:Protein inferred from homology	50S ribosomal protein L16, chloroplastic	1.0000	0.9990	3	3	3	3	3	0	0	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	8751956.0	5862330.5	0.0	0.0	709492.3	1431669.0	8751956.0	5862330.5	0.0	0.0	709492.3	1431669.0	8751956.0	5862330.5	0.0	0.0	709492.3	1431669.0	4471993.5	0.0	0.0	0.0	0.0	732163.3	4471993.5	0.0	0.0	0.0	0.0	732163.3	4471993.5	0.0	0.0	0.0	0.0	732163.3	
sp|P56797|RR2_ARATH	P56797	RR2_ARATH	rps2	236	7.20	Arabidopsis thaliana OX=3702	3:Protein inferred from homology	30S ribosomal protein S2, chloroplastic	1.0000	0.9990	2	10	10	10	2	2	2	1	2	1	2	2	2	1	2	1	2	2	2	1	2	1	2.3329028E7	4.759468E7	2.5849752E7	4519222.0	9466522.0	5496638.0	2.3329028E7	4.759468E7	2.5849752E7	4519222.0	9466522.0	5496638.0	2.3329028E7	4.759468E7	2.5849752E7	4519222.0	9466522.0	5496638.0	1.521476E7	3.0653562E7	1.687235E7	0.0	6077451.0	3496990.0	1.521476E7	3.0653562E7	1.687235E7	0.0	6077451.0	3496990.0	1.521476E7	3.0653562E7	1.687235E7	0.0	6077451.0	3496990.0	
sp|P56798|RR3_ARATH	P56798	RR3_ARATH	rps3	218	46.30	Arabidopsis thaliana OX=3702	3:Protein inferred from homology	30S ribosomal protein S3, chloroplastic	1.0000	0.9990	12	29	29	29	6	12	3	5	2	1	6	12	3	5	2	1	6	12	3	5	2	1	4.1256112E7	9.5393536E7	1.1936144E7	1.423767E7	8941064.0	1.2099612E7	4.1256112E7	9.5393536E7	1.1936144E7	1.423767E7	8941064.0	1.2099612E7	4.1256112E7	9.5393536E7	1.1936144E7	1.423767E7	8941064.0	1.2099612E7	1.5905259E7	3.6975496E7	1.8682514E7	1.9863826E7	5413097.0	4940269.0	1.5905259E7	3.6975496E7	1.8682514E7	1.9863826E7	5413097.0	4940269.0	1.5905259E7	3.6975496E7	1.8682514E7	1.9863826E7	5413097.0	4940269.0	
sp|P56799|RR4_ARATH	P56799	RR4_ARATH	rps4	201	20.40	Arabidopsis thaliana OX=3702	3:Protein inferred from homology	30S ribosomal protein S4, chloroplastic	1.0000	0.9990	4	15	15	15	4	3	3	0	2	3	4	3	3	0	2	3	4	3	3	0	2	3	2.1877106E7	2.2742152E7	1.6771322E7	0.0	2499905.8	1.3112084E7	2.1877106E7	2.2742152E7	1.6771322E7	0.0	2499905.8	1.3112084E7	2.1877106E7	2.2742152E7	1.6771322E7	0.0	2499905.8	1.3112084E7	1.1778523E7	1.5299391E7	8187120.5	0.0	1544755.4	6494897.0	1.1778523E7	1.5299391E7	8187120.5	0.0	1544755.4	6494897.0	1.1778523E7	1.5299391E7	8187120.5	0.0	1544755.4	6494897.0	
sp|P56801|RR8_ARATH	P56801	RR8_ARATH	rps8	134	21.60	Arabidopsis thaliana OX=3702	3:Protein inferred from homology	30S ribosomal protein S8, chloroplastic	1.0000	0.9990	2	10	10	10	3	3	3	1	0	0	3	3	3	1	0	0	3	3	3	1	0	0	1.4031433E7	3.0850456E7	1.3086105E7	7641369.5	0.0	568148.0	1.4031433E7	3.0850456E7	1.3086105E7	7641369.5	0.0	568148.0	1.4031433E7	3.0850456E7	1.3086105E7	7641369.5	0.0	568148.0	9299556.0	2.169756E7	8995580.0	0.0	0.0	0.0	9299556.0	2.169756E7	8995580.0	0.0	0.0	0.0	9299556.0	2.169756E7	8995580.0	0.0	0.0	0.0	
sp|P56804|RR14_ARATH	P56804	RR14_ARATH	rps14	100	17.00	Arabidopsis thaliana OX=3702	2:Experimental evidence at transcript level	30S ribosomal protein S14, chloroplastic	1.0000	0.9990	2	8	8	8	2	2	1	0	2	1	2	2	1	0	2	1	2	2	1	0	2	1	1.9825824E7	2.2107556E7	6542358.0	0.0	3685226.5	3553577.0	1.9825824E7	2.2107556E7	6542358.0	0.0	3685226.5	3553577.0	1.9825824E7	2.2107556E7	6542358.0	0.0	3685226.5	3553577.0	1.5704194E7	0.0	0.0	0.0	2461809.5	2670369.5	1.5704194E7	0.0	0.0	0.0	2461809.5	2670369.5	1.5704194E7	0.0	0.0	0.0	2461809.5	2670369.5	
sp|P56805|RR15_ARATH	P56805	RR15_ARATH	rps15	88	36.40	Arabidopsis thaliana OX=3702	3:Protein inferred from homology	30S ribosomal protein S15, chloroplastic	1.0000	0.9990	6	17	17	17	4	4	2	2	3	2	4	4	2	2	3	2	4	4	2	2	3	2	2.0500816E7	5.33734E7	1.579992E7	7960317.5	8917670.0	6085810.5	2.0500816E7	5.33734E7	1.579992E7	7960317.5	8917670.0	6085810.5	2.0500816E7	5.33734E7	1.579992E7	7960317.5	8917670.0	6085810.5	7860861.0	2.0329412E7	8966747.0	4278910.0	3406327.8	2290627.2	7860861.0	2.0329412E7	8966747.0	4278910.0	3406327.8	2290627.2	7860861.0	2.0329412E7	8966747.0	4278910.0	3406327.8	2290627.2	
sp|P56807|RR18_ARATH	P56807	RR18_ARATH	rps18	101	21.80	Arabidopsis thaliana OX=3702	3:Protein inferred from homology	30S ribosomal protein S18, chloroplastic	1.0000	0.9990	3	9	7	9	2	2	1	1	2	1	2	2	1	0	1	1	2	2	1	1	2	1	2.2224748E7	5.8013264E7	8508819.0	3663996.8	5282204.0	6451118.0	8922676.0	1.8817324E7	8508819.0	0.0	1669362.9	3076263.0	2.2224748E7	5.8013264E7	8508819.0	3663996.8	5282204.0	6451118.0	1.3984927E7	3.4862452E7	0.0	0.0	3152527.5	4136064.2	0.0	0.0	0.0	0.0	0.0	0.0	1.3984927E7	3.4862452E7	0.0	0.0	3152527.5	4136064.2	
sp|P59223|RS131_ARATH	P59223	RS131_ARATH	RPS13A	151	21.20	Arabidopsis thaliana OX=3702	2:Experimental evidence at transcript level	40S ribosomal protein S13-1	1.0000	0.9990	3	10	0	10	2	2	1	1	3	1	0	0	0	0	0	0	2	2	1	1	3	1	1.7024064E7	3.222589E7	8099716.5	2226302.5	4470924.0	6050603.5	0.0	0.0	0.0	0.0	0.0	0.0	1.7024064E7	3.222589E7	8099716.5	2226302.5	4470924.0	6050603.5	1.0260309E7	1.967107E7	0.0	0.0	2951775.8	3854297.5	0.0	0.0	0.0	0.0	0.0	0.0	1.0260309E7	1.967107E7	0.0	0.0	2951775.8	3854297.5	sp|P59224|RS132_ARATH
sp|P59259|H4_ARATH	P59259	H4_ARATH	At1g07660	103	23.30	Arabidopsis thaliana OX=3702	1:Experimental evidence at protein level	Histone H4	1.0000	0.9990	2	9	0	9	2	2	1	1	2	1	0	0	0	0	0	0	2	2	1	1	2	1	779207.8	1322879.5	0.0	1001816.2	1255349.4	666749.75	0.0	0.0	0.0	0.0	0.0	0.0	779207.8	1322879.5	0.0	1001816.2	1255349.4	666749.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	tr|A8MRV1|A8MRV1_ARATH
sp|P61841|RR7_ARATH	P61841	RR7_ARATH	rps7-A	155	17.40	Arabidopsis thaliana OX=3702	1:Experimental evidence at protein level	30S ribosomal protein S7, chloroplastic	1.0000	0.9988	2	3	3	3	0	1	1	1	0	0	0	1	1	1	0	0	0	1	1	1	0	0	0.0	0.0	0.0	2079237.4	583531.3	0.0	0.0	0.0	0.0	2079237.4	583531.3	0.0	0.0	0.0	0.0	2079237.4	583531.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P83755|PSBA_ARATH	P83755	PSBA_ARATH	psbA	353	30.90	Arabidopsis thaliana OX=3702	1:Experimental evidence at protein level	Photosystem II protein D1	1.0000	0.9990	6	21	21	21	6	7	4	0	1	3	6	7	4	0	1	3	6	7	4	0	1	3	6.407742E7	1.08844448E8	3.4917636E7	0.0	3624757.2	4.4459432E7	6.407742E7	1.08844448E8	3.4917636E7	0.0	3624757.2	4.4459432E7	6.407742E7	1.08844448E8	3.4917636E7	0.0	3624757.2	4.4459432E7	4.0082328E7	7.3827968E7	2.3656624E7	0.0	2734923.2	3.0583682E7	4.0082328E7	7.3827968E7	2.3656624E7	0.0	2734923.2	3.0583682E7	4.0082328E7	7.3827968E7	2.3656624E7	0.0	2734923.2	3.0583682E7	
sp|P92547|ATP62_ARATH	P92547	ATP62_ARATH	ATP6-2	349	10.60	Arabidopsis thaliana OX=3702	2:Experimental evidence at transcript level	ATP synthase subunit a-2	1.0000	0.9990	1	2	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	sp|P93298|ATP61_ARATH, tr|A0A178U7J2|A0A178U7J2_ARATH, tr|A0A2P2CLH6|A0A2P2CLH6_ARATH
sp|P93004|PIP27_ARATH	P93004	PIP27_ARATH	PIP2-7	280	39.30	Arabidopsis thaliana OX=3702	1:Experimental evidence at protein level	Aquaporin PIP2-7	1.0000	0.9990	6	12	5	12	2	4	2	4	0	0	0	2	1	2	0	0	2	4	2	4	0	0	4932091.0	1.834839E7	4544726.0	2.1756816E7	0.0	0.0	7264174.0	1.8396616E7	2602580.8	1.5322782E7	717707.8	562825.4	4932091.0	1.834839E7	4544726.0	2.1756816E7	0.0	0.0	3043718.0	8190461.5	3159006.0	1.1451399E7	0.0	0.0	2586720.0	1.0559183E7	0.0	1.2686384E7	0.0	0.0	3043718.0	8190461.5	3159006.0	1.1451399E7	0.0	0.0	
